No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,AQI_Level
24864,2015,12,31,23,85,85,6,44,1700,2,-4.4,1020.2,-9.4,0,WNW,0.7,Huairou,31-12-2015 23:00,Moderate
24864,2015,12,31,23,203,230,14,114,4300,3,-3.4,1025.2,-7.5,0,NE,1.8,Tiantan,31-12-2015 23:00,Hazardous
24864,2015,12,31,23,227,254,43,104,4800,16,-3.4,1025.2,-7.5,0,NE,1.8,Wanshouxigong,31-12-2015 23:00,Hazardous
24864,2015,12,31,23,92,128,12,101,2700,3,-3.5,1020.2,-9.7,0,NNW,1.3,Changping,31-12-2015 23:00,Moderate
24865,2016,1,1,0,193,209,7,101,3800,3,-2.5,1024.5,-8.2,0,NNE,1.1,Tiantan,01-01-2016 00:00,Hazardous
24865,2016,1,1,0,85,85,5,44,1600,2,-5.6,1019.3,-9.5,0,NW,1.2,Huairou,01-01-2016 00:00,Moderate
24865,2016,1,1,0,195,200,26,95,3400,10,-2.5,1024.5,-8.2,0,NNE,1.1,Wanshouxigong,01-01-2016 00:00,Hazardous
24865,2016,1,1,0,115,134,12,101,2600,3,-3.8,1019.6,-9.6,0,NNW,1.2,Changping,01-01-2016 00:00,Unhealthy
24866,2016,1,1,1,79,79,3,35,1400,2,-6.2,1018.7,-9.9,0,NE,0.2,Huairou,01-01-2016 01:00,Moderate
24866,2016,1,1,1,103,128,11,101,2200,2,-3.8,1018.8,-9.8,0,N,1.5,Changping,01-01-2016 01:00,Unhealthy
24866,2016,1,1,1,190,203,25,94,3700,11,-3.5,1023.8,-7.3,0,NE,1,Wanshouxigong,01-01-2016 01:00,Hazardous
24866,2016,1,1,1,183,187,5,96,3500,3,-3.5,1023.8,-7.3,0,NE,1,Tiantan,01-01-2016 01:00,Hazardous
24867,2016,1,1,2,85,104,9,100,2100,2,-3.9,1018.6,-9.7,0,N,1.1,Changping,01-01-2016 02:00,Moderate
24867,2016,1,1,2,72,72,6,28,1100,2,-6.4,1018.5,-9.6,0,NE,0.1,Huairou,01-01-2016 02:00,Moderate
24867,2016,1,1,2,178,191,5,95,3700,3,-4.7,1023.7,-7.3,0,ENE,0.8,Tiantan,01-01-2016 02:00,Hazardous
24867,2016,1,1,2,205,218,45,96,3700,13,-4.7,1023.7,-7.3,0,ENE,0.8,Wanshouxigong,01-01-2016 02:00,Hazardous
24868,2016,1,1,3,79,101,8,101,2000,2,-3.7,1018,-9.7,0,NNW,1.3,Changping,01-01-2016 03:00,Moderate
24868,2016,1,1,3,199,202,47,93,3200,15,-3.6,1023.1,-7.7,0,ENE,1.5,Wanshouxigong,01-01-2016 03:00,Hazardous
24868,2016,1,1,3,195,206,7,99,4100,3,-3.6,1023.1,-7.7,0,ENE,1.5,Tiantan,01-01-2016 03:00,Hazardous
24868,2016,1,1,3,74,74,4,33,1200,2,-6.8,1018,-9.7,0,NW,1,Huairou,01-01-2016 03:00,Moderate
24869,2016,1,1,4,75,75,3,39,1200,2,-7.2,1017.2,-9.6,0,NW,1,Huairou,01-01-2016 04:00,Moderate
24869,2016,1,1,4,81,98,8,103,2000,2,-4.9,1017.3,-9.9,0,NW,1.1,Changping,01-01-2016 04:00,Moderate
24869,2016,1,1,4,179,182,8,97,3800,3,-5.1,1022.3,-7.7,0,E,1,Tiantan,01-01-2016 04:00,Hazardous
24869,2016,1,1,4,146,146,41,88,2400,11,-5.1,1022.3,-7.7,0,E,1,Wanshouxigong,01-01-2016 04:00,Unhealthy
24870,2016,1,1,5,81,81,3,88,1400,2,-7.2,1016.4,-9.8,0,WNW,1.4,Huairou,01-01-2016 05:00,Moderate
24870,2016,1,1,5,111,111,34,82,2300,9,-5.7,1021.7,-8.3,0,ENE,1.2,Wanshouxigong,01-01-2016 05:00,Unhealthy
24870,2016,1,1,5,89,103,8,100,2500,2,-4.2,1016.4,-9.8,0,NNE,1.4,Changping,01-01-2016 05:00,Moderate
24870,2016,1,1,5,134,134,8,91,3000,2,-5.7,1021.7,-8.3,0,ENE,1.2,Tiantan,01-01-2016 05:00,Unhealthy
24871,2016,1,1,6,90,121,8,97,2900,2,-5.1,1015.8,-9.7,0,NNE,0.9,Changping,01-01-2016 06:00,Moderate
24871,2016,1,1,6,79,79,3,55,1700,2,-7.6,1015.9,-10,0,NW,1,Huairou,01-01-2016 06:00,Moderate
24871,2016,1,1,6,103,105,7,89,2500,2,-6.3,1021.1,-8.4,0,ENE,0.7,Tiantan,01-01-2016 06:00,Unhealthy
24871,2016,1,1,6,95,98,28,84,2300,9,-6.3,1021.1,-8.4,0,ENE,0.7,Wanshouxigong,01-01-2016 06:00,Moderate
24872,2016,1,1,7,83,83,2,54,1600,2,-8.2,1015.9,-10.1,0,WNW,1.3,Huairou,01-01-2016 07:00,Moderate
24872,2016,1,1,7,108,111,29,85,2600,9,-6.8,1021.1,-8.6,0,E,0.7,Wanshouxigong,01-01-2016 07:00,Unhealthy
24872,2016,1,1,7,84,118,6,94,2400,2,-5.8,1016,-9.9,0,NNW,1.4,Changping,01-01-2016 07:00,Moderate
24872,2016,1,1,7,102,107,5,84,2800,2,-6.8,1021.1,-8.6,0,E,0.7,Tiantan,01-01-2016 07:00,Unhealthy
24873,2016,1,1,8,87,87,3,56,1900,2,-7.9,1016.1,-10.1,0,WNW,0.8,Huairou,01-01-2016 08:00,Moderate
24873,2016,1,1,8,109,119,5,85,3100,2,-6.8,1021.2,-8.8,0,ENE,0.9,Tiantan,01-01-2016 08:00,Unhealthy
24873,2016,1,1,8,113,117,29,81,2500,9,-6.8,1021.2,-8.8,0,ENE,0.9,Wanshouxigong,01-01-2016 08:00,Unhealthy
24873,2016,1,1,8,88,123,4,91,2500,2,-5.5,1016.3,-9.6,0,N,1.4,Changping,01-01-2016 08:00,Moderate
24874,2016,1,1,9,109,119,33,81,2600,10,-3.6,1021.5,-8.3,0,E,1.2,Wanshouxigong,01-01-2016 09:00,Unhealthy
24874,2016,1,1,9,97,137,6,96,2800,3,-4.9,1016.3,-9.2,0,NNW,0.8,Changping,01-01-2016 09:00,Moderate
24874,2016,1,1,9,98,98,6,56,2100,2,-6.8,1016.4,-9.4,0,WNW,0.6,Huairou,01-01-2016 09:00,Moderate
24874,2016,1,1,9,105,128,7,83,2600,2,-3.6,1021.5,-8.3,0,E,1.2,Tiantan,01-01-2016 09:00,Unhealthy
24875,2016,1,1,10,97,106,30,72,2100,11,-2.1,1021.1,-8,0,ENE,1.4,Wanshouxigong,01-01-2016 10:00,Moderate
24875,2016,1,1,10,100,116,17,84,2200,3,-2.1,1021.1,-8,0,ENE,1.4,Tiantan,01-01-2016 10:00,Moderate
24875,2016,1,1,10,96,99,15,50,1900,2,-3.2,1016.1,-7.5,0,E,0.5,Huairou,01-01-2016 10:00,Moderate
24875,2016,1,1,10,190,282,34,115,5600,5,-1,1015.9,-8.7,0,WNW,0.5,Changping,01-01-2016 10:00,Hazardous
24876,2016,1,1,11,94,94,18,41,1600,4,-1,1015.2,-8.2,0,E,1.6,Huairou,01-01-2016 11:00,Moderate
24876,2016,1,1,11,109,126,27,95,2300,5,-0.2,1020.6,-7.9,0,ENE,1.2,Tiantan,01-01-2016 11:00,Unhealthy
24876,2016,1,1,11,169,242,31,125,4400,3,1.7,1015,-7.4,0,SE,1.1,Changping,01-01-2016 11:00,Hazardous
24876,2016,1,1,11,112,119,34,71,2000,16,-0.2,1020.6,-7.9,0,ENE,1.2,Wanshouxigong,01-01-2016 11:00,Unhealthy
24877,2016,1,1,12,99,99,17,40,1500,10,1.2,1013.8,-8.4,0,SE,1.8,Huairou,01-01-2016 12:00,Moderate
24877,2016,1,1,12,158,227,35,128,3600,3,2.4,1013.8,-8.1,0,S,1.5,Changping,01-01-2016 12:00,Hazardous
24877,2016,1,1,12,144,144,44,76,2200,21,1.3,1019.2,-7.7,0,ESE,0.8,Wanshouxigong,01-01-2016 12:00,Unhealthy
24877,2016,1,1,12,135,146,29,103,2500,7,1.3,1019.2,-7.7,0,ESE,0.8,Tiantan,01-01-2016 12:00,Unhealthy
24878,2016,1,1,13,165,173,37,113,2600,10,2.8,1017.7,-7.7,0,SW,1,Tiantan,01-01-2016 13:00,Hazardous
24878,2016,1,1,13,176,184,50,91,2500,22,2.8,1017.7,-7.7,0,SW,1,Wanshouxigong,01-01-2016 13:00,Hazardous
24878,2016,1,1,13,140,193,40,122,2800,4,3.1,1012.4,-8,0,ESE,1.7,Changping,01-01-2016 13:00,Unhealthy
24878,2016,1,1,13,109,109,22,38,1400,18,2.6,1012.4,-8.5,0,SE,1.5,Huairou,01-01-2016 13:00,Unhealthy
24879,2016,1,1,14,200,201,48,108,2800,19,4.3,1016.7,-7.2,0,SE,0.5,Wanshouxigong,01-01-2016 14:00,Hazardous
24879,2016,1,1,14,123,164,38,115,2200,9,4.8,1011.5,-8,0,NNW,0.5,Changping,01-01-2016 14:00,Unhealthy
24879,2016,1,1,14,185,193,39,129,2900,10,4.3,1016.7,-7.2,0,SE,0.5,Tiantan,01-01-2016 14:00,Hazardous
24879,2016,1,1,14,142,142,28,50,1500,18,3.7,1011.5,-8.4,0,S,1.1,Huairou,01-01-2016 14:00,Unhealthy
24880,2016,1,1,15,189,210,42,141,3300,7,4.2,1016.7,-7,0,E,1.1,Tiantan,01-01-2016 15:00,Hazardous
24880,2016,1,1,15,121,157,36,117,2100,10,5,1011.3,-8.5,0,S,1.1,Changping,01-01-2016 15:00,Unhealthy
24880,2016,1,1,15,149,149,27,60,1500,15,4.2,1011.3,-8.2,0,SSE,1,Huairou,01-01-2016 15:00,Unhealthy
24880,2016,1,1,15,199,220,46,124,3300,15,4.2,1016.7,-7,0,E,1.1,Wanshouxigong,01-01-2016 15:00,Hazardous
24881,2016,1,1,16,208,223,46,132,3400,12,3.9,1016.4,-7,0,E,1,Wanshouxigong,01-01-2016 16:00,Hazardous
24881,2016,1,1,16,113,157,32,120,2000,8,4.6,1011.2,-8.5,0,SW,0.7,Changping,01-01-2016 16:00,Unhealthy
24881,2016,1,1,16,200,214,42,147,3500,5,3.9,1016.4,-7,0,E,1,Tiantan,01-01-2016 16:00,Hazardous
24881,2016,1,1,16,181,181,32,74,1700,10,3.3,1011.3,-8.4,0,ESE,0.4,Huairou,01-01-2016 16:00,Hazardous
24882,2016,1,1,17,228,249,48,137,3800,10,1.2,1017,-6.9,0,E,1.1,Wanshouxigong,01-01-2016 17:00,Hazardous
24882,2016,1,1,17,191,208,23,137,3400,3,1.2,1017,-6.9,0,E,1.1,Tiantan,01-01-2016 17:00,Hazardous
24882,2016,1,1,17,130,187,26,129,2700,4,2.5,1011.7,-8.3,0,WNW,0.4,Changping,01-01-2016 17:00,Unhealthy
24882,2016,1,1,17,209,209,36,90,2000,3,1.2,1011.8,-8.1,0,NE,0.9,Huairou,01-01-2016 17:00,Hazardous
24883,2016,1,1,18,205,216,12,133,3600,2,-1.2,1017.2,-6.7,0,E,1.2,Tiantan,01-01-2016 18:00,Hazardous
24883,2016,1,1,18,209,220,24,96,2700,2,-1,1012.1,-8,0,NW,1.9,Huairou,01-01-2016 18:00,Hazardous
24883,2016,1,1,18,180,248,33,139,4200,4,0.2,1011.9,-7.8,0,NNW,1.2,Changping,01-01-2016 18:00,Hazardous
24883,2016,1,1,18,241,271,50,131,3800,11,-1.2,1017.2,-6.7,0,E,1.2,Wanshouxigong,01-01-2016 18:00,Hazardous
24884,2016,1,1,19,224,236,9,130,3900,2,-1.2,1017.2,-6.2,0,E,1.2,Tiantan,01-01-2016 19:00,Hazardous
24884,2016,1,1,19,251,251,19,90,3500,2,-1.8,1012.2,-7.9,0,NW,1.4,Huairou,01-01-2016 19:00,Hazardous
24884,2016,1,1,19,273,299,46,136,4100,12,-1.2,1017.2,-6.2,0,E,1.2,Wanshouxigong,01-01-2016 19:00,Hazardous
24884,2016,1,1,19,190,267,26,139,4600,5,-1.1,1012.2,-8.1,0,N,0.8,Changping,01-01-2016 19:00,Hazardous
24885,2016,1,1,20,240,243,8,121,4400,3,-2.4,1017.5,-6.1,0,E,0.7,Tiantan,01-01-2016 20:00,Hazardous
24885,2016,1,1,20,180,233,17,128,4100,4,-1.1,1012.4,-7.5,0,NE,0.2,Changping,01-01-2016 20:00,Hazardous
24885,2016,1,1,20,269,269,21,84,3700,4,-2.8,1012.5,-7.9,0,WNW,1,Huairou,01-01-2016 20:00,Hazardous
24885,2016,1,1,20,277,281,42,131,3800,11,-2.4,1017.5,-6.1,0,E,0.7,Wanshouxigong,01-01-2016 20:00,Hazardous
24886,2016,1,1,21,155,190,17,118,3500,3,-1.3,1012.8,-7.9,0,NNW,1.5,Changping,01-01-2016 21:00,Hazardous
24886,2016,1,1,21,292,292,43,129,4100,11,-2.5,1017.6,-5.5,0,E,0.9,Wanshouxigong,01-01-2016 21:00,Hazardous
24886,2016,1,1,21,236,236,20,77,3200,2,-2.7,1012.6,-8,0,NW,1.9,Huairou,01-01-2016 21:00,Hazardous
24886,2016,1,1,21,261,262,7,125,5100,3,-2.5,1017.6,-5.5,0,E,0.9,Tiantan,01-01-2016 21:00,Hazardous
24887,2016,1,1,22,290,290,38,124,4100,11,-3.1,1017.3,-5.6,0,NE,0.1,Wanshouxigong,01-01-2016 22:00,Hazardous
24887,2016,1,1,22,159,202,15,115,3900,3,-2.3,1012.7,-8,0,NNW,2.2,Changping,01-01-2016 22:00,Hazardous
24887,2016,1,1,22,206,206,17,72,2700,2,-3.5,1012.6,-8,0,SSE,0.6,Huairou,01-01-2016 22:00,Hazardous
24887,2016,1,1,22,277,277,6,123,5500,3,-3.1,1017.3,-5.6,0,NE,0.1,Tiantan,01-01-2016 22:00,Hazardous
24888,2016,1,1,23,297,297,28,122,4500,11,-3.2,1017.4,-5.2,0,NE,1.4,Wanshouxigong,01-01-2016 23:00,Hazardous
24888,2016,1,1,23,281,281,7,124,5600,3,-3.2,1017.4,-5.2,0,NE,1.4,Tiantan,01-01-2016 23:00,Hazardous
24888,2016,1,1,23,171,195,16,111,3600,3,-2.8,1012.5,-8.1,0,NNW,0.6,Changping,01-01-2016 23:00,Hazardous
24888,2016,1,1,23,207,207,16,68,2700,2,-4.5,1012.4,-7.9,0,WNW,1.4,Huairou,01-01-2016 23:00,Hazardous
24889,2016,1,2,0,286,286,9,139,5600,3,-4.4,1017.5,-5.9,0,ESE,0.7,Tiantan,02-01-2016 00:00,Hazardous
24889,2016,1,2,0,300,300,30,122,5100,11,-4.4,1017.5,-5.9,0,ESE,0.7,Wanshouxigong,02-01-2016 00:00,Hazardous
24889,2016,1,2,0,204,204,14,68,2600,2,-5.4,1012.4,-8.1,0,NW,1.3,Huairou,02-01-2016 00:00,Hazardous
24889,2016,1,2,0,143,161,15,110,2900,2,-2.7,1012.3,-8,0,NNE,0.5,Changping,02-01-2016 00:00,Unhealthy
24890,2016,1,2,1,204,204,12,66,2600,2,-5.3,1012.1,-8,0,WNW,1,Huairou,02-01-2016 01:00,Hazardous
24890,2016,1,2,1,143,158,13,89,2600,2,-2.8,1011.8,-7.9,0,NNW,1.4,Changping,02-01-2016 01:00,Unhealthy
24890,2016,1,2,1,314,326,53,126,6700,15,-3.6,1016.8,-5.5,0,ENE,1.1,Wanshouxigong,02-01-2016 01:00,Hazardous
24890,2016,1,2,1,311,320,12,146,6400,3,-3.6,1016.8,-5.5,0,ENE,1.1,Tiantan,02-01-2016 01:00,Hazardous
24891,2016,1,2,2,125,142,25,83,1800,2,-2.9,1011.7,-8,0,NNW,1,Changping,02-01-2016 02:00,Unhealthy
24891,2016,1,2,2,198,198,12,63,2400,2,-5.1,1011.6,-7.9,0,SE,0.6,Huairou,02-01-2016 02:00,Hazardous
24891,2016,1,2,2,322,322,7,130,6400,3,-4.2,1017,-5.6,0,NE,0.5,Tiantan,02-01-2016 02:00,Hazardous
24891,2016,1,2,2,333,334,46,122,5800,14,-4.2,1017,-5.6,0,NE,0.5,Wanshouxigong,02-01-2016 02:00,Hazardous
24892,2016,1,2,3,305,305,48,108,4700,13,-3.7,1016.7,-5.9,0,NW,0.6,Wanshouxigong,02-01-2016 03:00,Hazardous
24892,2016,1,2,3,196,196,11,61,2300,2,-5.3,1011.5,-7.9,0,SW,0.9,Huairou,02-01-2016 03:00,Hazardous
24892,2016,1,2,3,139,167,9,102,2400,2,-3.3,1011.5,-7.8,0,N,1.6,Changping,02-01-2016 03:00,Unhealthy
24892,2016,1,2,3,314,314,7,119,5200,3,-3.7,1016.7,-5.9,0,NW,0.6,Tiantan,02-01-2016 03:00,Hazardous
24893,2016,1,2,4,276,276,6,103,4400,6,-4.4,1016,-6.1,0,SSW,0.4,Tiantan,02-01-2016 04:00,Hazardous
24893,2016,1,2,4,188,188,9,57,2300,2,-5.6,1010.9,-7.7,0,NW,1.5,Huairou,02-01-2016 04:00,Hazardous
24893,2016,1,2,4,242,242,37,89,3600,10,-4.4,1016,-6.1,0,SSW,0.4,Wanshouxigong,02-01-2016 04:00,Hazardous
24893,2016,1,2,4,148,169,6,102,2200,4,-3.8,1011,-7.9,0,NNW,1.2,Changping,02-01-2016 04:00,Unhealthy
24894,2016,1,2,5,152,198,7,87,4500,6,-4.6,1010.6,-8.2,0,NW,1.3,Changping,02-01-2016 05:00,Hazardous
24894,2016,1,2,5,233,233,29,87,3900,10,-4.7,1015.7,-6.8,0,W,0.7,Wanshouxigong,02-01-2016 05:00,Hazardous
24894,2016,1,2,5,217,217,5,82,3100,5,-4.7,1015.7,-6.8,0,W,0.7,Tiantan,02-01-2016 05:00,Hazardous
24894,2016,1,2,5,180,180,8,57,2200,2,-6.5,1010.6,-9.2,0,SSE,1.1,Huairou,02-01-2016 05:00,Hazardous
24895,2016,1,2,6,241,241,26,92,4400,11,-5.2,1015.7,-7,0,S,0.3,Wanshouxigong,02-01-2016 06:00,Hazardous
24895,2016,1,2,6,164,214,9,84,6000,7,-4.6,1010.8,-8.2,0,NNW,1.3,Changping,02-01-2016 06:00,Hazardous
24895,2016,1,2,6,198,198,3,81,3100,5,-5.2,1015.7,-7,0,S,0.3,Tiantan,02-01-2016 06:00,Hazardous
24895,2016,1,2,6,175,175,8,52,2100,2,-6.2,1010.7,-8.2,0,WNW,1,Huairou,02-01-2016 06:00,Hazardous
24896,2016,1,2,7,229,229,26,85,3800,9,-5.2,1015.8,-6.7,0,ENE,1.2,Wanshouxigong,02-01-2016 07:00,Hazardous
24896,2016,1,2,7,161,161,6,51,2500,2,-6.2,1010.9,-8.5,0,NW,1.3,Huairou,02-01-2016 07:00,Hazardous
24896,2016,1,2,7,209,209,4,81,3500,4,-5.2,1015.8,-6.7,0,ENE,1.2,Tiantan,02-01-2016 07:00,Hazardous
24896,2016,1,2,7,184,230,8,85,5500,7,-4.8,1010.9,-7.9,0,NNW,1.4,Changping,02-01-2016 07:00,Hazardous
24897,2016,1,2,8,191,253,8,87,6700,8,-4.2,1010.9,-7.6,0,NNE,0.9,Changping,02-01-2016 08:00,Hazardous
24897,2016,1,2,8,159,159,6,49,2400,2,-6.5,1011.1,-8.3,0,WNW,2.1,Huairou,02-01-2016 08:00,Hazardous
24897,2016,1,2,8,207,207,4,77,3600,4,-3.9,1016.1,-6.1,0,ENE,1,Tiantan,02-01-2016 08:00,Hazardous
24897,2016,1,2,8,184,184,31,81,3300,8,-3.9,1016.1,-6.1,0,ENE,1,Wanshouxigong,02-01-2016 08:00,Hazardous
24898,2016,1,2,9,177,232,9,86,5400,6,-2.3,1011.4,-6.3,0,SSE,0.3,Changping,02-01-2016 09:00,Hazardous
24898,2016,1,2,9,196,196,4,72,3400,5,-3,1016.5,-5.6,0,ENE,0.9,Tiantan,02-01-2016 09:00,Hazardous
24898,2016,1,2,9,232,232,29,93,6700,11,-3,1016.5,-5.6,0,ENE,0.9,Wanshouxigong,02-01-2016 09:00,Hazardous
24898,2016,1,2,9,166,166,11,46,2400,2,-5.1,1011.3,-7.4,0,W,1.1,Huairou,02-01-2016 09:00,Hazardous
24899,2016,1,2,10,155,155,25,49,2400,2,-1,1011.9,-6.6,0,W,0.6,Huairou,02-01-2016 10:00,Hazardous
24899,2016,1,2,10,204,207,15,98,3700,5,0.1,1017.1,-5.7,0,SE,0.8,Tiantan,02-01-2016 10:00,Hazardous
24899,2016,1,2,10,204,207,15,98,3700,5,0.7,1012,-6,0,SSW,1.2,Changping,02-01-2016 10:00,Hazardous
24899,2016,1,2,10,233,241,41,106,6700,11,0.1,1017.1,-5.7,0,SE,0.8,Wanshouxigong,02-01-2016 10:00,Hazardous
24900,2016,1,2,11,147,147,26,54,2100,4,2.6,1011.8,-6.5,0,SSE,1.1,Huairou,02-01-2016 11:00,Unhealthy
24900,2016,1,2,11,229,229,40,139,4500,7,2.1,1016.9,-5.1,0,ESE,1,Tiantan,02-01-2016 11:00,Hazardous
24900,2016,1,2,11,210,276,41,113,3900,6,2.4,1011.8,-6,0,SW,1.1,Changping,02-01-2016 11:00,Hazardous
24900,2016,1,2,11,237,246,54,121,5900,10,2.1,1016.9,-5.1,0,ESE,1,Wanshouxigong,02-01-2016 11:00,Hazardous
24901,2016,1,2,12,237,246,53,126,5000,10,3.7,1016.1,-5.8,0,NE,1.2,Wanshouxigong,02-01-2016 12:00,Hazardous
24901,2016,1,2,12,196,196,30,63,2500,9,4,1010.8,-6,0,SSE,1.6,Huairou,02-01-2016 12:00,Hazardous
24901,2016,1,2,12,212,212,42,139,3900,9,3.7,1016.1,-5.8,0,NE,1.2,Tiantan,02-01-2016 12:00,Hazardous
24901,2016,1,2,12,231,304,44,129,4400,6,4.4,1010.8,-5.7,0,SSE,1,Changping,02-01-2016 12:00,Hazardous
24902,2016,1,2,13,231,231,55,131,4000,13,4.6,1015,-5.5,0,E,1.2,Wanshouxigong,02-01-2016 13:00,Hazardous
24902,2016,1,2,13,247,247,41,177,5300,7,4.6,1015,-5.5,0,E,1.2,Tiantan,02-01-2016 13:00,Hazardous
24902,2016,1,2,13,174,174,38,59,2000,20,5.6,1009.8,-6.3,0,SSE,1.4,Huairou,02-01-2016 13:00,Hazardous
24902,2016,1,2,13,236,297,43,134,4200,7,4.8,1009.8,-5.9,0,ESE,1.2,Changping,02-01-2016 13:00,Hazardous
24903,2016,1,2,14,251,251,43,181,4800,8,6,1014.1,-5.7,0,ENE,1.5,Tiantan,02-01-2016 14:00,Hazardous
24903,2016,1,2,14,232,232,53,142,3800,17,6,1014.1,-5.7,0,ENE,1.5,Wanshouxigong,02-01-2016 14:00,Hazardous
24903,2016,1,2,14,234,234,40,79,2700,21,6.1,1009.1,-6.5,0,SSE,1.3,Huairou,02-01-2016 14:00,Hazardous
24903,2016,1,2,14,230,277,38,131,3700,9,5.7,1009,-5.9,0,ESE,1,Changping,02-01-2016 14:00,Hazardous
24904,2016,1,2,15,263,263,44,94,2700,24,6.3,1009,-6.7,0,SSE,1.5,Huairou,02-01-2016 15:00,Hazardous
24904,2016,1,2,15,244,244,48,158,4300,13,6.1,1014.2,-5.6,0,ENE,1.4,Wanshouxigong,02-01-2016 15:00,Hazardous
24904,2016,1,2,15,274,277,45,201,5400,7,6.1,1014.2,-5.6,0,ENE,1.4,Tiantan,02-01-2016 15:00,Hazardous
24904,2016,1,2,15,187,226,35,119,2900,12,6.7,1009,-6,0,SSW,1.1,Changping,02-01-2016 15:00,Hazardous
24905,2016,1,2,16,278,283,42,183,4700,6,5.6,1014.2,-5.4,0,ENE,1.1,Tiantan,02-01-2016 16:00,Hazardous
24905,2016,1,2,16,179,228,33,125,2900,10,6.2,1009.2,-5.8,0,SSW,1.5,Changping,02-01-2016 16:00,Hazardous
24905,2016,1,2,16,254,254,46,173,5200,11,5.6,1014.2,-5.4,0,ENE,1.1,Wanshouxigong,02-01-2016 16:00,Hazardous
24905,2016,1,2,16,281,281,43,112,2900,10,5.8,1009,-6.5,0,S,0.5,Huairou,02-01-2016 16:00,Hazardous
24906,2016,1,2,17,290,290,34,122,2900,2,3,1009.8,-6.2,0,WSW,0.8,Huairou,02-01-2016 17:00,Hazardous
24906,2016,1,2,17,322,337,45,189,6300,10,2.5,1014.7,-5.4,0,ENE,1.1,Wanshouxigong,02-01-2016 17:00,Hazardous
24906,2016,1,2,17,188,235,22,132,3000,5,3.9,1009.7,-6.1,0,N,1,Changping,02-01-2016 17:00,Hazardous
24906,2016,1,2,17,254,254,19,156,4100,5,2.5,1014.7,-5.4,0,ENE,1.1,Tiantan,02-01-2016 17:00,Hazardous
24907,2016,1,2,18,296,301,36,172,5900,10,0.1,1015.1,-4.9,0,ENE,1,Wanshouxigong,02-01-2016 18:00,Hazardous
24907,2016,1,2,18,249,249,9,149,4100,4,0.1,1015.1,-4.9,0,ENE,1,Tiantan,02-01-2016 18:00,Hazardous
24907,2016,1,2,18,190,258,17,129,3900,6,2.6,1010.3,-6.3,0,NNE,1.4,Changping,02-01-2016 18:00,Hazardous
24907,2016,1,2,18,302,302,26,126,3900,2,0.1,1010.3,-6.5,0,NW,1.2,Huairou,02-01-2016 18:00,Hazardous
24908,2016,1,2,19,294,294,17,110,3500,2,-0.6,1010.5,-6.6,0,WNW,1.2,Huairou,02-01-2016 19:00,Hazardous
24908,2016,1,2,19,245,245,6,138,4400,5,-0.7,1015.7,-4.4,0,ENE,0.5,Tiantan,02-01-2016 19:00,Hazardous
24908,2016,1,2,19,226,294,18,127,4800,7,0,1010.5,-6.2,0,NW,1.2,Changping,02-01-2016 19:00,Hazardous
24908,2016,1,2,19,264,264,35,137,4800,10,-0.7,1015.7,-4.4,0,ENE,0.5,Wanshouxigong,02-01-2016 19:00,Hazardous
24909,2016,1,2,20,230,299,16,129,4800,7,-0.7,1011.3,-5.9,0,E,0.7,Changping,02-01-2016 20:00,Hazardous
24909,2016,1,2,20,262,262,6,136,4500,5,-1.7,1016.6,-4.4,0,ESE,0.6,Tiantan,02-01-2016 20:00,Hazardous
24909,2016,1,2,20,305,314,43,143,5800,13,-1.7,1016.6,-4.4,0,ESE,0.6,Wanshouxigong,02-01-2016 20:00,Hazardous
24909,2016,1,2,20,297,297,16,97,3700,2,-1.7,1011.1,-6.8,0,WNW,2.3,Huairou,02-01-2016 20:00,Hazardous
24910,2016,1,2,21,255,352,10,124,5600,8,-1.3,1011.8,-5.9,0,NNE,1.2,Changping,02-01-2016 21:00,Hazardous
24910,2016,1,2,21,377,395,8,167,6200,6,-2,1016.7,-4.5,0,ESE,0.6,Tiantan,02-01-2016 21:00,Hazardous
24910,2016,1,2,21,269,269,14,80,3700,2,-1.8,1011.7,-6.7,0,SE,0.7,Huairou,02-01-2016 21:00,Hazardous
24910,2016,1,2,21,493,523,54,178,7200,14,-2,1016.7,-4.5,0,ESE,0.6,Wanshouxigong,02-01-2016 21:00,Hazardous
24911,2016,1,2,22,226,226,15,70,3300,2,-1.9,1011.9,-6.8,0,NW,1.9,Huairou,02-01-2016 22:00,Hazardous
24911,2016,1,2,22,250,317,9,117,5900,8,-1.7,1011.8,-6.3,0,N,0.4,Changping,02-01-2016 22:00,Hazardous
24911,2016,1,2,22,532,532,41,172,6600,12,-2.8,1016.7,-4.5,0,E,0.7,Wanshouxigong,02-01-2016 22:00,Hazardous
24911,2016,1,2,22,479,479,7,173,6900,5,-2.8,1016.7,-4.5,0,E,0.7,Tiantan,02-01-2016 22:00,Hazardous
24912,2016,1,2,23,482,482,5,160,6200,5,-3,1017.2,-4,0,ENE,1.3,Tiantan,02-01-2016 23:00,Hazardous
24912,2016,1,2,23,522,522,34,164,6300,12,-3,1017.2,-4,0,ENE,1.3,Wanshouxigong,02-01-2016 23:00,Hazardous
24912,2016,1,2,23,263,324,9,116,5600,7,-2,1011.9,-6.4,0,NNE,0.9,Changping,02-01-2016 23:00,Hazardous
